X8	sites
MB0199c	224918, 224948, 225011, 225052, 225056, 225208, 225223, 225247, 225305, 225307, 225377, 225467, 225577, 225660, 225674, 225688, 225696, 225856, 226035, 226048, 226101, 226115, 226143, 226232, 226318, 226370, 226378, 226462, 226544, 226561, 226580, 226640, 226654, 226698
MB0200	227104, 227189, 227204, 227281, 227293, 227297, 227305, 227308, 227333, 227504, 227507, 227567, 227755, 227880, 227996, 228065, 228097, 228128, 228220, 228308, 228358, 228448, 228524, 228666, 228917, 229023, 229101, 229141, 229447, 229498, 229540, 229558, 229569, 229579, 229613, 229621, 229624, 229729, 229738, 229753, 229763, 229792, 229915, 229921, 230047, 230149, 230185, 230275, 230581, 230604, 230643, 230653
MB0201	231265, 231390, 231480, 231577, 231621, 231658
MB0202	231961, 231967, 231984, 231995, 232012, 232090, 232265
MB0203	232554, 232587, 232644, 232709, 232734, 232737, 232776, 232872, 233062, 233135, 233214, 233343, 233468, 233471, 233673, 233836, 233895, 233897, 233955, 233964, 234048, 234134, 234147, 234170, 234303, 234422, 234519, 234572, 234597, 234669
MB0204c	234713, 234785, 234895, 234980, 235030, 235091, 235100, 235187, 235253, 235297, 235340, 235343, 235408, 235433, 235454, 235487, 235601, 235669, 235673, 235758, 235772, 235904, 236027, 236141, 236177, 236185, 236213, 236216, 236230, 236264, 236297, 236453, 236485, 236556, 236590
MB0205	236869, 236888, 236900, 236967, 236971, 237118, 237183, 237230, 237233
MB0206	237678, 237855, 237893, 237908, 238089
MB0207c	238106, 238191, 238310, 238318, 238370, 238413, 238439, 238495
MB0208c	238766, 238769, 238818, 238844, 238877, 239104, 239129, 239157, 239425, 239497, 239588, 239643, 239660, 239786, 239992, 240052, 240165, 240460, 240499, 240599, 240630, 240743, 240927, 240957, 241013, 241066, 241139, 241210, 241222, 241250, 241254, 241276, 241310, 241378, 241406, 241420
MB0209	241753, 241887, 241945, 242118
MB0210c	242173, 242410, 242457, 242469, 242514, 242542, 242587, 242610, 242715, 242735, 242820, 243003, 243011, 243064, 243202, 243252, 243254, 243282, 243304, 243321, 243416, 243442, 243451
MB0211	244062, 244091, 244117, 244141, 244204, 244222, 244241, 244307, 244414, 244439, 244469, 244681
MB0212c	244754, 244818, 244892, 245361, 245422, 245492, 245593, 245604, 245700, 246005, 246015, 246022, 246041, 246238, 246281, 246427, 246539, 246580, 246693, 246712, 246760, 246811, 246891, 247078, 247135, 247183, 247333, 247384, 247446, 247467, 247486
MB0213c	247646, 247670, 247723, 247919, 248189, 248234, 248249
MB0214c	248316, 248356, 248402, 248409, 248507, 248587, 248601, 248777, 248929, 249058, 249064
MB0215	249307, 249346, 249477, 249493, 249632, 249806, 249814, 249922, 250120, 250138, 250200
MB0216	250330, 250498, 250635, 250684, 250690, 250724, 250778, 251042, 251135, 251386, 251596, 251770
MB0217	252132, 252185, 252236, 252323, 252353, 252370, 252428, 252584, 252623, 252635, 252668, 252679, 252764, 252767, 252902, 252967, 253100, 253145, 253391, 253406, 253659, 253791, 253796
MB0218c	253996, 254073, 254087, 254246, 254529, 254781
MB0219c	254900, 254950, 254963, 255026, 255041, 255050, 255068, 255105, 255107, 255142, 255174, 255266, 255284, 255310, 255415, 255468, 255490, 255506, 255521, 255563, 255577, 255620, 255759, 255769, 255832, 255857, 255893, 256027, 256130
MB0220	256278, 256344, 256371, 256373, 256385, 256404, 256572, 256575, 256589, 256617, 256761, 256830, 256951, 256953, 256974, 257153, 257160, 257177, 257262, 257265, 257347, 257415, 257442, 257514, 257532, 257589, 257743, 257746, 257755, 257838, 257862
MB0221c	257916, 257918, 257948, 258012, 258027, 258039, 258045, 258058, 258071, 258127, 258150, 258165, 258216, 258276, 258459, 258756, 258876, 258906, 258930, 258972, 258976
MB0222	259150, 259177, 259280, 259323, 259417, 259465, 259473, 259588, 259758, 259779, 259833, 259842, 259882, 259893, 259928, 259935, 259985, 260005, 260019, 260077, 260133, 260149
MB0223c	260159, 260162, 260198, 260268, 260274, 260314, 260382, 260434, 260472, 260479, 260527, 260612, 260680, 260704, 260728, 260808, 260812, 260872, 260874, 260927
MB0224	261188, 261312, 261348, 261356, 261358, 261365, 261455, 261534, 261656, 261662, 261683, 261695, 261736, 261802, 261879, 262113, 262273
MB0225	262512, 262569, 262657, 262677, 262686, 262717, 262762, 262768, 262776, 262857, 262947, 263025
MB0226	263076, 263092, 263112, 263114, 263159, 263186, 263251, 263264, 263323, 263415, 263439, 263470, 263486, 263565, 263608, 263619, 263799, 263856, 263865, 263926, 264082, 264111, 264151, 264246
MB0227	264320, 264328, 264447, 264466, 264538, 264652, 264787, 264807, 264883, 264899, 264915, 264954, 264983, 265063
MB0228c	265153, 265161, 265165, 265187, 265272, 265330, 265404, 265425, 265465, 265679, 265733, 265982, 266005, 266013, 266066, 266088
MB0229c	266188, 266205, 266275, 266286, 266362, 266398, 266428, 266479, 266586, 266704, 266740, 266771, 266792, 266851, 266878
MB0230	267062, 267191, 267200, 267204, 267320, 267339, 267345, 267407, 267435, 267452, 267657, 267684, 267760, 267838, 267899, 267951, 268048
MB0231c	268159, 268200, 268219, 268333, 268368, 268596, 268708, 268761, 268824, 268852, 268932, 268992, 269037, 269061, 269064, 269105, 269109, 269370, 269463, 269497, 269545, 269604, 269757, 269776, 269811, 269815, 269829, 269866
MB0232c	269899, 270082, 270140, 270197, 270295, 270340, 270415, 270418, 270508, 270520, 270556, 270580, 270588, 270616, 270655, 270661, 270694, 271085, 271087, 271116
MB0233	271564, 271700, 271736, 271832, 271898, 271917, 272099, 272171, 272265, 272363, 272431, 272498, 272562
MB0234c	272631, 272709, 272714, 272785, 272798, 272910, 272930, 273030, 273177, 273190, 273238, 273240, 273242, 273248, 273259, 273261, 273263
MB0235c	273314, 273431, 273485, 273505, 273611, 273641, 273962, 273971, 273989, 273995, 274061, 274126, 274181, 274272, 274276
MB0236	274415, 274517, 274566, 274583, 274613, 274649, 274661, 274667, 274689, 274811, 274831, 274871, 274874, 274949, 274985, 275021, 275033, 275048, 275129, 275174, 275210, 275264, 275274, 275312, 275345, 275354, 275526, 275549, 275650, 275704, 275834, 275865, 275907, 276026, 276071, 276086
MB0237	276335, 276376, 276400, 276408, 276442, 276526, 276628, 276641, 276754
MB0238	277074, 277185, 277278, 277299, 277314, 277392, 277431, 277434, 277653, 277701, 277782, 277851
MB0239c	277930, 277968, 277996, 278035, 278057, 278227, 278272, 278427, 278470, 278582, 278738, 278800, 278941, 278950, 279022, 279025, 279187, 279216, 279359, 279401, 279420
MB0240c	279520, 279539, 279608, 279614, 279632, 279709, 279730, 279737, 279788, 279845, 279870, 279898, 279941, 280019, 280048, 280207, 280329, 280388, 280391, 280577, 280610, 280739, 280790, 280868, 280872, 280913
MB0241c	280974, 281082, 281174, 281199, 281363, 281387, 281406, 281555, 281638, 282065, 282074, 282294, 282431, 282642, 282712, 282738, 283092, 283110, 283170, 283362, 283398, 283522, 283580, 283590, 283872, 283958, 283973, 284111, 284263, 284489, 284538, 284976, 284982
MB0242c	285223, 285227, 285238
MB0243	285535, 285765, 285923, 286019, 286109, 286122, 286134, 286275, 286404, 286454, 286538
MB0244	286763, 286774, 286839, 286899, 286905, 286908, 287041, 287046, 287048, 287082, 287192
MB0245	287464, 287551
MB0246	287683, 287689, 287699, 287797, 287807, 287827, 287959, 287979
MB0247c	288137, 288139, 288183, 288227, 288278, 288309, 288319, 288428, 288478, 288686, 288712, 288778, 288791, 288815, 288839
MB0248c	289065, 289130, 289275, 289791, 289840, 289869, 290027, 290035, 290141, 290151
MB0249	290509, 290544, 290588, 290721, 290759, 290846, 290944, 291090, 291127, 291140, 291180, 291188, 291211, 291377, 291410, 291449, 291475, 291506, 291572
MB0250c	292247, 292382, 292418, 292622, 292652, 292667, 292724, 292753, 292847, 292853, 292877, 292994, 293012, 293101, 293176, 293270, 293367, 293503, 293543, 293576, 293584, 293919, 293948
MB0251	294449, 294736, 294769, 294816
MB0252	295178, 295184, 295198, 295218, 295220, 295258, 295270, 295307, 295400, 295480, 295556, 295592, 295606, 295651, 295669, 295687, 295715, 295729, 295797, 295833, 295842, 295858, 295915, 296051, 296071, 296140, 296161, 296257, 296264, 296352, 296429
MB0253c	296471, 296484, 296578, 296586, 296720, 296805, 296819, 296865, 296884, 297071, 297169, 297180
MB0254c	297189, 297231, 297234, 297374, 297406, 297455, 297531, 297554, 297564, 297605, 297628, 297651, 297664, 297675, 297788, 297792, 297827, 297877, 297941, 297963, 298003, 298035, 298095, 298207, 298242, 298269, 298455, 298560, 298644, 298752, 298818, 298873, 299006, 299027, 299066, 299096, 299103, 299128
MB0255c	299167, 299211, 299269, 299301, 299376, 299469, 299500, 299502, 299511, 299559, 299606, 299616, 299619, 299631, 299634, 299637, 299669, 299672, 299769, 299784, 299790, 299805, 299838
MB0256c	300064, 300118, 300159, 300180
MB0257c	300499, 300547, 300586, 300652, 300877, 300915
MB0258	301196, 301350, 301374, 301376, 301422, 301450, 301453, 301524, 301554, 301605, 301813, 302072, 302076, 302101, 302115, 302136, 302313, 302385, 302479, 302650, 302819, 302872, 302922, 303009, 303120, 303174, 303232, 303250, 303342, 303385, 303423, 303444, 303447, 303591, 303715, 303731
MB0259	303803, 303823, 303860, 303873, 304078, 304132
MB0260c	304186, 304231, 304364, 304589, 304666
MB0261c	305006, 305141, 305236, 305260, 305455, 305513, 305586, 305735, 305798, 305976, 306075, 306141, 306159
MB0262c	306400, 306410, 306416, 306593, 306607, 306732, 306874, 306927, 306942, 306990, 306999, 307079, 307132, 307149, 307234, 307236, 307247, 307257, 307259, 307403, 307445, 307574, 307620, 307649, 307656, 307670, 307708, 307751, 307819
MB0263	308271, 308396
MB0264c	308647, 308725, 308938, 308955, 309065
MB0265c	309162, 309228, 309423, 309461, 309537, 309637, 309786, 309842
MB0266c	309929, 309938, 309980, 309989, 310028, 310064, 310181, 310250, 310282, 310334, 310406, 310427, 310449, 310487, 310552, 310558, 310584, 310873, 310984
MB0267c	311085, 311091, 311144, 311160, 311193, 311244, 311409, 311466, 311534, 311570, 311593, 311616, 311618, 311639, 311775, 311813, 311844, 311865, 311907, 311909, 311925, 312120, 312243, 312318, 312493
MB0268c	312635, 312735, 312760, 312803, 312848, 312941, 312968, 313165
MB0269c	313190, 313204, 313256, 313270, 313322, 313363, 313441, 313456, 313468, 313503, 313616, 313660, 313694, 313748, 313957
MB0270c	314232, 314234, 314337, 314460, 314474, 314559, 314585, 314706, 314740
MB0271c	314891, 315066, 315416, 315420, 315466, 315511, 315638, 315702, 315706
MB0272c	315873, 315887, 316034, 316153, 316256, 316285, 316295, 316298, 316470, 316535, 316688, 316760, 316896, 317059, 317132, 317150, 317152, 317592, 317630, 317768, 317855, 318152, 318230, 318355, 318434, 318596, 318608, 318651, 318824, 318848, 318867, 318951, 318977, 318983, 319127, 319181, 319321
MB0273	319686, 319790, 319930, 319980, 320178, 320360, 320448, 320478, 320760, 320910, 320939, 320961, 321000, 321006, 321014, 321045
MB0274c	321203, 321213, 321302, 321322, 321325, 321332, 321350, 321378, 321413, 321425, 321446, 321563, 321592
MB0275c	321682, 321754, 322123, 322221, 322303, 322354, 322573, 322723, 322726, 322750
MB0276	322897, 322955, 322985, 323039, 323199, 323276, 323381, 323393, 323608, 323714, 323832, 323916, 323981, 323990, 324088, 324173, 324233, 324257, 324382, 324461, 324465, 324485, 324522, 324561, 324572
MB0277c	324592, 324606, 324661, 324684, 324691, 324772, 324949, 325111, 325133, 325164, 325195, 325261, 325576, 325682, 325704, 325715, 325753, 325801, 325804, 325934, 325953, 326080, 326289, 326325, 326424, 326431, 326548, 326574, 326659, 326688, 326758, 326771, 326774
MB0278c	326973, 327027, 327228, 327295, 327415, 327429, 327564, 327610, 327654, 327840, 327852, 327876, 327927
MB0279c	328050, 328055, 328067, 328070, 328131, 328148, 328214, 328258, 328273, 328286, 328355, 328361, 328385, 328405, 328496, 328499, 328505
MB0280	328843, 329063, 329086, 329185, 329189, 329200, 329222, 329259
MB0281c	329405, 329808, 329814, 329858, 329961, 329983
MB0282	330218, 330268, 330342, 330346, 330408, 330427, 330454, 330476, 330502, 330504, 330523, 330571, 330652, 330703, 330709, 330991
MB0283c	331034, 331050, 331083, 331132, 331144, 331312, 331336
MB0284c	331763, 331828
MB0285c	332070, 332174, 332229, 332322, 332694, 332861, 333044, 333081, 333087, 333090, 333270, 333308, 333378, 333440, 334106, 334174, 334249, 334380
MB0286c	334698, 334903, 335034, 335061, 335461, 335927, 336311, 336331, 336716, 336719, 336926, 337003, 337071, 337146
MB0287c	337581, 337783, 337916, 337967, 338200, 338233, 338449, 338711, 338714, 338726, 338773, 339203, 339220, 339748, 339816, 339891, 340022
MB0288	340480, 340505, 340561, 340582, 340595, 340657, 340786, 340828, 340963, 340979, 341056, 341058, 341109, 341170, 341183, 341194, 341351, 341533, 341616, 341648, 341698, 341712, 341718
MB0289	342005, 342017, 342117, 342249, 342261, 342333, 342552, 342580, 342660, 342668, 342735, 342797, 342813
MB0290	343142, 343217, 343229, 343288, 343296, 343501, 343516, 343561, 343629, 343687, 343737, 343834, 343954, 344001, 344335, 344482, 344674, 344802, 344823, 344976, 344984, 344993
MB0291	345117, 345295, 345329, 345369, 345464, 345930, 345958, 345975, 345978, 346018, 346050, 346147, 346188, 346334, 346341, 346422
MB0292	346752, 346769, 346889, 346946, 346950, 346955, 346959, 347140, 347143, 347205, 347319, 347545, 347603, 347690, 347768, 347973, 348161, 348235, 348365, 348391, 348464, 348482, 348522, 348581, 348647, 348717, 348734, 348749, 348769, 348856, 348926, 349090, 349108, 349177, 349201, 349208, 349220, 349245, 349254, 349356, 349375, 349433, 349450, 349474, 349523, 349543, 349859, 349917, 350061, 350099, 350228, 350256, 350285, 350349, 350542, 350552
MB0293	350730, 350738, 350881, 350910, 350914
MB0294	350974, 350990, 351016, 351057, 351088, 351100, 351138, 351159, 351234, 351265, 351363, 351405, 351467, 351529, 351558, 351570, 351620, 351678, 351705, 351805, 351814, 351818, 351854, 351916, 352020, 352069, 352085, 352103, 352185, 352459, 352476
MB0295	352547, 352769, 352773, 352806, 352808
MB0296	352865, 352871, 352900, 352910, 353000, 353054, 353138
MB0297	353259, 353261, 353329, 353345, 353412, 353452, 353486, 353528, 353715, 353723, 353778, 353839, 354036
MB0298	354194, 354297, 354437, 354452, 354459, 354526, 354716, 355156, 355246, 355253, 355276, 355294, 355325, 355390, 355465
MB0299	355676, 355699, 355916, 355976, 356116, 356166, 356340, 356450, 356526, 356538
MB0300	356949, 356960, 356984, 357024, 357047, 357166, 357200, 357212, 357418, 357503, 357515, 357547, 357608, 357632, 357820, 357826
MB0301c	357910, 358052, 358056, 358069, 358087, 358140, 358154, 358261, 358275, 358277, 358292, 358318, 358342, 358385, 358393, 358406, 358453, 358468, 358480, 358483, 358519, 358556, 358801, 358845, 358944
MB0302	359191, 359227, 359308, 359585, 359611, 359621, 359633, 359671, 359674, 359728, 359732, 359772, 359866, 359886
MB0303c	360109, 360119, 360224, 360534, 360624, 360632, 360728
MB0304c	360761, 360839, 360851, 360982, 360990, 361015, 361022, 361102, 361127, 361139, 361145, 361190, 361205, 361207, 361288, 361312, 361352, 361421, 361492, 361519, 361551, 361559, 361604, 361658, 361711, 361728, 361760, 361769, 361814, 361833, 361850, 361867, 361879, 361901, 362057, 362075, 362087
MB0305	362479, 362519, 362594, 363519, 363744, 363748, 363754, 363784, 363867
MB0306	364443, 364451, 364459, 364482, 364497
MB0307	364574, 364785, 364823
MB0308	364883, 364913, 364963, 364979, 365073
MB0309	365191, 365221, 365248, 365298, 365302, 365428, 365468, 365514
MB0310	365745, 365788, 365801, 365805, 365988, 366177, 366225
MB0311	366351, 366612, 366636, 366740, 366742, 366809, 366845, 366912, 366941, 366965, 367082, 367124, 367187
MB0312c	367205, 367235, 367343, 367351, 367389, 367447, 367498, 367528, 367538, 367588, 367606, 367781, 367928, 367934, 367954, 368014, 368074, 368135, 368204, 368207, 368392, 368454, 368483, 368559, 368627, 368793, 368856, 368881, 368887, 368938, 368968, 369028, 369046, 369058, 369113, 369321, 369419, 369449, 369467, 369479, 369484, 369514, 369602, 369754, 369758, 370115, 370130, 370163, 370209, 370223, 370256, 370267, 370273, 370291, 370321, 370361, 370381, 370415, 370451, 370475, 370604
MB0313c	"370785, 370836, 370894, 370942, 371004, 371032, 371067, 371155, 371239, 371293, 371329, 371332, 371345, 371396, 371398, 371402, 371426, 371478, 371508, 371568, 371653, 371869, 371899, 371964, 372024, 372056, 372094, 372144, 372244, 372312, 372469, 372529, 372547, 372566, 372580, 372593, 372640, 372671, 372718, 372766, 372782, 372796, 372831, 372842, 372861, 372921, 372939, 372952, 373000, 373058, 373066, 373377, 373437, 373525, 373585, 373588, 373597, 373627, 373639, 373657, 373695, 373699, 373795, 
373852, 373912, 373918, 373960, 373972, 374018, 374065, 374106, 374108, 374138, 374152, 374284, 374313, 374331, 374343, 374347, 374401, 374403, 374422, 374540, 374608, 374674, 374689, 374704, 374737, 374769, 374807, 374824, 374829, 374917, 374959, 374997, 375025, 375029, 375345, 375348, 375434, 375449, 375461, 375513, 375543, 375603, 375621, 375633, 375637, 375663, 375693, 375949, 376059, 376208, 376281, 376323, 376527, 376640, 376695, 376703"
MB0314	376949, 376974, 377108, 377170, 377286, 377419, 377529, 377574, 377613
MB0315c	377640, 377704, 377855, 377919, 377988, 378000, 378032
MB0316	378200, 378247, 378291, 378327, 378405, 378435, 378507, 378564, 378576, 378610, 378725, 378731, 378753, 378771, 378857
MB0317	378974, 378995, 379135, 379176, 379188, 379252, 379306, 379308, 379350, 379362, 379438, 379615
MB0318c	379725, 379754, 379766, 379808, 379820, 379880, 379976, 380016, 380033, 380105, 380111
MB0319	380217, 380254, 380309, 380311, 380379, 380446, 380574, 380733, 380750, 380800, 380838, 381067, 381091, 381106, 381132, 381259, 381361
MB0320	381589, 381657, 381682, 381714, 381749, 381932, 381945, 382099, 382155, 382171, 382188, 382237, 382263, 382441, 382524, 382825, 382827, 382937, 383006, 383061, 383316
MB0321	383529, 383739, 383741, 383781, 383856, 383904
MB0322c	383970, 384402, 384406, 384408, 384435, 384441
MB0323	384637, 384926, 385004, 385163, 385295, 385310, 385331, 385406, 385475, 385514
MB0324	385603, 385683, 385876, 385909, 386019
MB0325c	386204, 386248, 386379, 386389, 386410, 386450, 386514, 386646, 386682, 386796, 386818, 386855, 386922
GLYU	387260, 387296
MB0326c	387357, 387496, 387551, 387589, 387743, 387830, 387896, 388121
MB0327	388211, 388227, 388388, 388451, 388520, 388533, 388628, 388810, 388844
MB0328	388934, 388938, 389022, 389123, 389192, 389200, 389210, 389234, 389265, 389387, 389417, 389470, 389473, 389512, 389569
MB0329	389753, 390000, 390095, 390122, 390178, 390182
MB0330	390317, 390343, 390391, 390428, 390460, 390497, 390558, 390566, 390793, 390807, 390834, 390851, 390921, 390958, 391028, 391249, 391358, 391399, 391409, 391462, 391503, 391611
MB0331c	391641, 391724, 391847, 391919, 391943, 392009, 392025, 392033, 392192
MB0332	392402, 392425, 392503, 392613, 392616, 392811, 392825, 392843, 392881, 392907, 392922
MB0333	393088, 393150, 393171, 393199, 393201, 393279, 393467, 393546, 393560, 393576, 393655, 393679, 393691, 393727, 393756
MB0334c	393995, 394026, 394127, 394212, 394343, 394346, 394377, 394412, 394435, 394449, 394463, 394507, 394542, 394562, 394777, 394800, 394904, 394906, 394927, 394960, 395005, 395023
